file_name,title_ch,journal_year,target_string,matching_string,string_distance,context,notes,execution_or_custody,brain_death,death_determination,cardiorespiratory_arrest,airway_or_ventilation,consent_or_family,donation_system,donor_language
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供者气管插管,术、气管插管,0.25,"n donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,气管切开气管插管,受手术、气管插管,0.288487526462115,"gan donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供体手术气管插管通气,经 受手术、气管插管,0.305634925170586,"Organ donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供者行气管插管,手术、气管插管,0.333333333333333,"an donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,脑死亡后迅速气管插管,气管插管、深静脉置管,0.422649730810374,"donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患者",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,脑死亡后插入气管导管,气管插管、深静脉置管,0.422649730810374,"donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患者",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,"供者平卧位,气管插管",气管插管、深静脉置管,0.422649730810374,"donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患者",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供体平卧位，气管插管,气管插管、深静脉置管,0.422649730810374,"donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患者",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,"脑死亡后,气管插管", 受手术、气管插管,0.454545454545455,"rgan donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,经气管切开气管插管建立人工呼吸, 受手术、气管插管、深静脉置管,0.478260869565217,"rgan donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,"脑死亡后,紧急气管插管",、气管插管、深静脉置管,0.490972189619378," donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患",,False,True,False,False,True,False,True,True
2109.txt,脑死亡器官捐献者合并感染的回顾性分析,2019,供体心肺的切取气管插管,、气管插管、深静脉置管,0.490972189619378," donation; Infection; T lymphocyte"", ""脑死亡是颅脑损伤最危险阶段，潜在供体在器官捐献之前多数经 受手术、气管插管、深静脉置管、留着导尿管等有创操作，往往接受 多种抗生素治疗，诱使病原耐药性增强，且急性期外周血T淋巴细胞 存在变化［1］，故此类患",,False,True,False,False,True,False,True,True
2174.txt,肺移植手术体外膜肺氧合患者术后死亡的因素分析,2016,脑死亡后插入气管导管,导丝引导下置入导管后,0.494818514459077,使用ＥＣＭＯ术中支持。使用美敦力（美国）或迈柯唯（德国）涂层套包，预充乳酸钠溶液并加入白蛋白20g。股动静脉采用肝素涂层插管，于直视下切开，导丝引导下置入导管后固定。常规监测ＥＣＭＯ流量、转速、体温、水温、ＡＣＴ、下肢血供、足背动脉搏动、氧合器血浆渗漏和泵头血栓情况，常规监测患者血,,False,True,False,False,True,False,False,False
2202.txt,心脏死亡器官捐献肝移植的供体功能维护,2016,供心保护脑死亡后用麻醉机维持呼吸,心脏死亡器官捐献供体维护脑死亡后,0.440983005625053,它使DBD和DCD能很好地有机结合，既兼顾了两者的长处，又弱化和规避了传统文化认同中的冲突，并使捐赠程序在临床工作中更具有可操作性［6］。2心脏死亡器官捐献供体维护脑死亡后机体会发生一系列的病理生理变化，对供体器官的功能产生重要影响。常见的机制主要包括［7］：（1）神经源性休克，其,,False,True,False,False,True,False,True,True
2202.txt,心脏死亡器官捐献肝移植的供体功能维护,2016,"脑死亡后,气管插管",体器官，如气管插管,0.454545454545455,引起的损害，可采取补充甲状腺素、肾上腺皮质激素，抗凝血、升血压、维持水电解质平衡和机械正压通气等措施。在器官维护过程中治疗处理不当也会损害供体器官，如气管插管过深、过度脱水导致的容量不足、大剂量甘露醇使用后的肾损伤、气道护理不当、呼吸及参数调节不当、无菌操作不严、长期大量使用升压药,,False,True,False,False,True,False,False,True
2202.txt,心脏死亡器官捐献肝移植的供体功能维护,2016,脑死亡后迅速气管插管,管插管准备、暴露血管,0.494818514459077,~5min，可于终止治疗前对其进行必要的医疗干预，包括血液检测和供体评估（ABO血型检测、人类白细胞抗原配型、病毒学筛查、器官功能评估）；血管插管准备、暴露血管、血管插管、原位灌注；应用抗凝药物（肝素）、血管扩张剂（酚妥拉明）、溶栓药（链激酶）［18］。相较于DBD，DCD的热缺血,,False,True,False,False,True,False,False,True
2202.txt,心脏死亡器官捐献肝移植的供体功能维护,2016,脑死亡后插入气管导管,管插管准备、暴露血管,0.494818514459077,~5min，可于终止治疗前对其进行必要的医疗干预，包括血液检测和供体评估（ABO血型检测、人类白细胞抗原配型、病毒学筛查、器官功能评估）；血管插管准备、暴露血管、血管插管、原位灌注；应用抗凝药物（肝素）、血管扩张剂（酚妥拉明）、溶栓药（链激酶）［18］。相较于DBD，DCD的热缺血,,False,True,False,False,True,False,False,True
2240.txt,爆发性心肌炎ECMO依赖患者心脏移植术后护理,2020,脑死亡后插入气管导管,管路。带气管插管转入,0.350480947161671,"n,主动脉阻断130 min,并行辅助循 环116 min$供心冷缺血时间212 min,手术结束恢复EC）： 转流并串联C//T和血浆置换管路。带气管插管转入心外科 监护室。EC）：再辅助循环2d,成功撤除。术后第2天成功 撤除EC）：转流。因引流量多，凝血功能低下，肝功能差，于",,False,True,False,False,True,False,False,True
2240.txt,爆发性心肌炎ECMO依赖患者心脏移植术后护理,2020,"供体确定脑死亡后,气管插管,彻底吸除气道分泌物,用简易呼吸器人工控制呼吸","病情及时吸痰,尽早拔除气管插管, 观察呼吸道分泌物颜色,性状,拍床旁片,",0.385112677189482,"充 分供氧,加快肺功能的恢复对心脏移植成功起着至关重要的 作用$因此护理人员要掌握正确的吸痰方法,严格无菌操作, 防止感染的发生[2]$根据病情及时吸痰,尽早拔除气管插管, 观察呼吸道分泌物颜色,性状,拍床旁片,监测血象,留取痰培 养。患者在术后第2天撤除EC）：转流后，生命体征平",,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,脑死亡后迅速气管插管进行机械通气,机械通气的管理：机械通气在脑死亡,0.315346803118542,等［27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械通气在脑死亡患者中往往伴随着较高的通气量，而通气量与急化肺损伤的发生发展有关［28］。传统通气模式为潮气量（tidalvo,,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,"脑死亡后气管紧急插管,纯氧通气",通气的管理：机械通气在脑死亡患,0.421052631578947,27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械通气在脑死亡患者中往往伴随着较高的通气量，而通气量与急化肺损伤的发生发展有关［28］。传统通气模式为潮气量（tidalvolu,,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,脑死亡后迅速气管插管,脑死亡供体进行支气管,0.452277442494834,，明确有无肺部感染；了解支气管黏膜有无充血水肿及有无肺水肿。其优势在于简单、快速、可视化，多数ICU医生即可完成。Riou等［27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械,,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,脑死亡后插入气管导管,脑死亡供体进行支气管,0.452277442494834,，明确有无肺部感染；了解支气管黏膜有无充血水肿及有无肺水肿。其优势在于简单、快速、可视化，多数ICU医生即可完成。Riou等［27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械,,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,"脑死亡后,气管插管",死亡供体进行支气管,0.497481092370394,明确有无肺部感染；了解支气管黏膜有无充血水肿及有无肺水肿。其优势在于简单、快速、可视化，多数ICU医生即可完成。Riou等［27］对72例脑死亡供体进行支气管镜检查时发现，胸片正常且PaO2＞400mmHg的26例供体，纤支镜异常者有10例（占38%）。3.3机械通气的管理：机械通,,False,True,False,False,True,False,False,True
2312.txt,心脑死亡供肺的选择策略,2017,"脑死亡后,紧急气管插管",管理：多数患者脑死亡后,0.498254793995745,评估后判断为可供选择的供肺，需细心管理、维护至获取之时。管理目标为维护捐赠者的整体生理状态稳定以确保移植器官数量的最大化［20］。3.1液体管理：多数患者脑死亡后经历过循环衰竭［21］。脑死亡后持续休克的主要原因是血管扩张性、血容量减少、尿崩症导致的低血容量及毛细血管渗漏导致的全身,,False,True,False,False,True,False,False,True
2323.txt,边缘心脏供体移植术护理配合体验,2018,供心切取配合..气管插管,..22取心护理配合取心,0.440983005625053,织配型及右心导管检查，明确患者有无手术禁忌症。2手术配合22..11取心材料准备取心材料准备准备一套常规取心装置及心脏停搏液（HTK）。22..22取心护理配合取心护理配合心脏热缺血和冷缺血时间是移植成功的关键，这需要护士组掌握外科手术步骤。确认供体脑死亡并完成相关程序后，高效碘消,,False,True,False,True,True,False,False,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供者气管插管,者，气管插管,0.125,酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡捐献者，,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供者行气管插管,献者，气管插管,0.222222222222222,碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡捐献者,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,"脑死亡后,紧急气管插管",脑死亡捐献者，气管插管,0.307692307692308,在严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,脑死亡后迅速气管插管,死亡捐献者，气管插管,0.333333333333333,严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,脑死亡后插入气管导管,死亡捐献者，气管插管,0.333333333333333,严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,"脑死亡后,气管插管",亡捐献者，气管插管,0.363636363636364,重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡捐,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,"供者平卧位,气管插管",死亡捐献者，气管插管,0.416666666666667,严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供体平卧位，气管插管,死亡捐献者，气管插管,0.416666666666667,严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,"脑死亡后气管紧急插管,纯氧通气",脑死亡捐献者，气管插管呼吸机支,0.443585115925343,在严重高碳酸血症（PaCO2＞80mmHg）及昏迷，在ICU机械通气维持呼吸20d后行双肺移植。1．2供体情况例1“O”型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,脑死亡后用麻醉机维持呼吸,后维持气管切开呼吸机支持,0.459938275132678,［3］，住院55d，痊愈出院，出院时患者自主活动，不吸氧状态血氧饱和度（SPO2）＞98%。例2，供肺冷缺血时间分别为左侧3h，右侧5h，术后维持气管切开呼吸机支持呼吸20h后撤机，术后56d拔除气管切开套管，强化抗排异处理，顺利渡过肺部感染和撤机困难关。术后住院78d，痊愈出院。,,False,True,False,False,True,False,False,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供体全身肝素化后，仰卧位，经口气管内插管,供体，49岁男性，脑死亡捐献者，气管插管,0.459938275132678,型供体，44岁男性，脑死亡捐献者，气管插管呼吸机支持5d，经评估氧合指数＞400，期间曾因发热血象高于泰能抗感染治疗，无吸烟史。例2“O”型供体，49岁男性，脑死亡捐献者，气管插管呼吸机支持1d，经评估氧合指数＞400，吸烟史10支×20年。1．3治疗方法及结果两例患者分别在双腔气,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,脑死亡后，用麻醉机维持呼吸,h，术后维持气管切开呼吸机,0.461538461538461,异处理［3］，住院55d，痊愈出院，出院时患者自主活动，不吸氧状态血氧饱和度（SPO2）＞98%。例2，供肺冷缺血时间分别为左侧3h，右侧5h，术后维持气管切开呼吸机支持呼吸20h后撤机，术后56d拔除气管切开套管，强化抗排异处理，顺利渡过肺部感染和撤机困难关。术后住院78d，痊愈,,False,True,False,False,True,False,False,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供体心肺的切取气管插管,腔气管插管全麻下行双肺,0.461538461538461,型供体，49岁男性，脑死亡捐献者，气管插管呼吸机支持1d，经评估氧合指数＞400，吸烟史10支×20年。1．3治疗方法及结果两例患者分别在双腔气管插管全麻下行双肺序贯移植术，先后作两侧胸部切口，先切除病肺，供体肺经修整后植入受体胸腔，按支气管-肺动脉-左房袖顺序吻合［2］。例1，患,,False,True,False,False,True,False,True,True
2370.txt,2例濒危状态终末期肺病患者双肺移植围术期护理体会,2016,供肺切取:供体气管插管,腔气管插管全麻下行双肺,0.498719588172397,型供体，49岁男性，脑死亡捐献者，气管插管呼吸机支持1d，经评估氧合指数＞400，吸烟史10支×20年。1．3治疗方法及结果两例患者分别在双腔气管插管全麻下行双肺序贯移植术，先后作两侧胸部切口，先切除病肺，供体肺经修整后植入受体胸腔，按支气管-肺动脉-左房袖顺序吻合［2］。例1，患,,False,True,False,False,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,供者气管插管,拔除气管插管,0.25,间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉、,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,气管切开气管插管,属于拔除气管插管,0.288487526462115,血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,供者行气管插管,于拔除气管插管,0.333333333333333,时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,脑死亡后立即气管内插管给氧,气管插管后60min内死亡,0.333333333333333,，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉、门静,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,"脑死亡后,气管插管",属于拔除气管插管后,0.363636363636364,血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,供体手术气管插管,属于拔除气管插管,0.4,血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,脑死亡后迅速气管插管,均属于拔除气管插管后,0.416666666666667,缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,脑死亡后插入气管导管,均属于拔除气管插管后,0.416666666666667,缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,供体平卧位，气管插管,，均属于拔除气管插管,0.416666666666667,冷缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,"脑死亡后气管紧急插管,纯氧通气",拔除气管插管后60min内死亡,0.443585115925343,间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹主动脉、,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,供体手术气管插管通气,，均属于拔除气管插管,0.459938275132678,冷缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹,,False,False,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,"脑死亡后,紧急气管插管",，均属于拔除气管插管后,0.461538461538461,冷缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡。采用经腹,,False,True,True,True,True,False,True,True
2379.txt,心脏死亡器官捐献供肝肝移植182例单中心经验总结,2017,脑死亡后迅速气管插管进行机械通气,·进行评分，均属于拔除气管插管后,0.47295372330527,>0.05冷缺血时间（，h）5.0±1.65.4±1.8>0.05_x000C_第5期胡良硕等．心脏死亡器官捐献供肝肝移植182例单中心经验总结·383·进行评分，均属于拔除气管插管后60min内死亡风险高危组[5]。在手术室内撤除生命支持，心脏停搏后5min，根据心脏死亡判定标准宣布心脏死亡,,False,True,True,True,True,False,True,True
2401.txt,146例脑死亡器官捐献心脏移植手术期管理,2016,供心切取配合..气管插管,死亡供心获取中的配合与管,0.494818514459077,内开展ＤＢＤ心脏移植的例数和经验仍十分有限。同以往传统供心相比，脑死亡供体术前状况及获取时机存在更多影响因素，术中处理存在其特殊性。因此对脑死亡供心获取中的配合与管理，移植术中病情观察和护理需要探讨与总结。1临床资料1．1一般资料回顾性分析2013－01－2015－07在我院实施的,,False,True,False,False,True,False,False,True
2401.txt,146例脑死亡器官捐献心脏移植手术期管理,2016,供体心肺的切取气管插管,亡供心获取中的配合与管,0.498254793995745,开展ＤＢＤ心脏移植的例数和经验仍十分有限。同以往传统供心相比，脑死亡供体术前状况及获取时机存在更多影响因素，术中处理存在其特殊性。因此对脑死亡供心获取中的配合与管理，移植术中病情观察和护理需要探讨与总结。1临床资料1．1一般资料回顾性分析2013－01－2015－07在我院实施的1,,False,True,False,False,True,False,False,True
2405.txt,心脏死亡供肺肺移植临床分析,2017,"脑死亡后,气管插管",术后对受者气管插管,0.363636363636364,脉流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+皮质,,False,True,False,False,True,False,False,True
2405.txt,心脏死亡供肺肺移植临床分析,2017,"脑死亡后,紧急气管插管",管理术后对受者气管插管,0.394594485403319,肺动脉流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+,,False,True,False,False,True,False,False,True
2405.txt,心脏死亡供肺肺移植临床分析,2017,脑死亡后迅速气管插管,管理术后对受者气管插,0.416666666666667,肺动脉流出液清澈为止，手部触摸检查有无明显肿块．完毕后将供肺保存于低温ＲLPD液中，送至手术室待移植．移植手术方式详见文献［2］．1．4术后管理术后对受者气管插管转运至ICU，持续吸氧，监测动脉血气防止氧中毒．控制体液平衡，术后早期维持负平衡防止肺水肿，应用他克莫司+吗替麦考酚酯+,,False,True,False,False,True,False,False,True
